3.547287583012200685e+01,3.906291558837905598e+01,2.871508132140909311e+02
4.788928314122145480e+01,4.222510335215228849e+01,3.156747842359106926e+02
6.258243811687715663e+01,5.035884814024010581e+01,3.545555560112829312e+02
3.426626921931324432e+01,3.597454071969816169e+01,2.884026354557000218e+02
4.312570132249743438e+01,4.298983635964037830e+01,3.127319355017810949e+02
6.352386663880056972e+01,5.915724942105506301e+01,3.445301170682666339e+02
3.736516459180418082e+01,4.215924516906972030e+01,2.783427932545275780e+02
3.079419806552153815e+01,4.573052669654738622e+01,2.842791435390673769e+02
4.090224889557050147e+01,5.482743406238052586e+01,2.862743675708674118e+02
4.413231196757381269e+01,6.087029829621341293e+01,2.957219938056383057e+02
3.614021441555669156e+01,4.962456380532967160e+01,2.825584492336829499e+02
4.197614877899573571e+01,5.045345718253196310e+01,2.877580714797450128e+02
5.385901747627228531e+01,6.223167877743650678e+01,2.883445872581650065e+02
3.849353730814323171e+01,5.091680863245033350e+01,2.845021818221516128e+02
4.846570063033803422e+01,5.619581621579165898e+01,2.943029990633628472e+02
5.788064887733615649e+01,7.532090460491114925e+01,2.927931926899941004e+02
